Donor,codename,New code,recipient,checks
Associated Banc-Corp,private individual organisations,,private individual organisations,TRUE
Associates in Rural Development,private sector corporations,,private sector corporations,TRUE
Association d'aide à la femme et de la communication,other,,other,TRUE
"Association de soutien aux refugies, aux personnes deplacees et aux detenus",other,,other,TRUE
Association Develop Horn,NGOs,,NGOs,TRUE
Association for Aid and Relief,NGOs,,NGOs,TRUE
Association for Aid and Relief Japan,NGOs,,NGOs,TRUE
"Association for Cooperation, Interchange and Culture",NGOs,,NGOs,TRUE
Association for Empowerment of Persons with Disabilities,NGOs,,NGOs,TRUE
Association for Gender Awareness and Human Empowerment,NGOs,,NGOs,TRUE
Association for Humanitarian Development,NGOs,,NGOs,TRUE
Association for Humanity Development,other,,other,TRUE
Association for People's Cooperation between South and North Korea,private individual organisations,,private individual organisations,TRUE
Association for Promoting Social Action,NGOs,,NGOs,TRUE
Association for the Advancement of Democratic Rights-Legal Aid,other,,other,TRUE
Association for the Prevention of Torture,NGOs,,NGOs,TRUE
Association Francaise de soutien a UNHCR ,UN Multi,,UN Multi,TRUE
Association française pour la prévention des catastrophes naturelles,NGOs,,NGOs,TRUE
Association Francois-Xavier Bagnoud,NGOs,,NGOs,TRUE
Association Fraternite Universelle,private individual organisations,,private individual organisations,TRUE
Association Humanitaire AKAMASOA,NGOs,,NGOs,TRUE
Association Idée-elles,NGOs,,NGOs,TRUE
Association InterNationale des Soldats de la Paix,NGOs,,NGOs,TRUE
Association libanaise de l'Ordre de Malte,foundations,,foundations,TRUE
Association Luxembourg Pérou,NGOs,,NGOs,TRUE
ASSOCIATION MEDICALE FRANCO-ASIATIQUE,NGOs,,NGOs,TRUE
Association Morija,NGOs,,NGOs,TRUE
Association Notre Dame de Protection,other,,other,TRUE
Association of Chinese Evangelical Ministry Limited,other,,other,TRUE
Association of Christian Resource Organizations Serving Sudan,NGOs,,NGOs,TRUE
Association of Development Awareness and Motivation,NGOs,,NGOs,TRUE
Association of Evangelicals in Africa,other,,other,TRUE
Association of International Development Agencies,NGOs,,NGOs,TRUE
Association of Major Superious of Religious Women in Korea,private individual organisations,,private individual organisations,TRUE
Association of Southeast Asian Nations,Other multi,,Other multi,TRUE
Association of South-North Kang-Won Province Cooperation,other,,other,TRUE
Association Persis Valais,NGOs,,NGOs,TRUE
Association pour la Coopération Technique et au Développement,NGOs,,NGOs,TRUE
Association pour la protection de l'enfant de la guerre,NGOs,,NGOs,TRUE
Association pour la Santé Familiale (ASF),NGOs,,NGOs,TRUE
Association pour le développement de M'Bres,other,NGOs,NGOs,FALSE
Association pour le développement social et la sauvegarde de l’environnement,NGOs,,NGOs,TRUE
Association pour le Progres et la Defense des Droits des Femmes,NGOs,,NGOs,TRUE
Association pour les enfants oubliés,other,,other,TRUE
Association Rég. d'Appro. en Médicaments Essentiels,other,,other,TRUE
Association rwandaise des conseillers en traumatisme ,NGOs,,NGOs,TRUE
ASSOCIATION SOLIDARITE MAROC PALESTINE,other,,other,TRUE
Associazione Amici dell’Oasis Togo,NGOs,,NGOs,TRUE
Associazione Italiana Amici di Raoul Follereau,NGOs,,NGOs,TRUE
Associazione Italiana per La Solidarieta Tra I Popoli (AISPO-ITA),NGOs,,NGOs,TRUE
Associazione par la Solidarieta Internazionale in Asia,NGOs,,NGOs,TRUE
Associazione per la cooperazione internazionale e l'aiuto umanitario,NGOs,,NGOs,TRUE
Associazione per la Participazione allo Svillupo,NGOs,,NGOs,TRUE
Associazione Volontari per il Servizio Internazionale,NGOs,,NGOs,TRUE
ASSODLO - Assoc. Haïtienne pour la Maîtrise des Sols et des Eaux,other,,other,TRUE
Astellas,private sector corporations,,private sector corporations,TRUE
Astoria Federal Savings,private sector corporations,,private sector corporations,TRUE
AstraZeneca,private sector corporations,,private sector corporations,TRUE
ASUR - Appui aux populations déplacées,NGOs,,NGOs,TRUE
AT&T Foundation,foundations,,foundations,TRUE
ATAV - Assoc. Tsunami Aides aux Victimes,other,,other,TRUE
ATDL BUKAVU,other,,other,TRUE
Atlantic Philanthropies,foundations,,foundations,TRUE
ATLAS,foundations,,foundations,TRUE
Atlas Logistique,NGOs,,NGOs,TRUE
Auschwitz-Birkenau Foundation,foundations,,foundations,TRUE
AUSTCARE - Australian Care for Refugees,NGOs,,NGOs,TRUE
Australia,DAC governments,,DAC governments,TRUE
Australia for UNHCR,UN Multi,,UN Multi,TRUE
Australia Red Cross,red cross,,red cross,TRUE
Australian Aid InterNational,NGOs,,NGOs,TRUE
Australian Community Assistance Scheme,DAC governments,,DAC governments,TRUE
Australian Red Cross,red cross,,red cross,TRUE
Australian Volunteers InterNational,NGOs,,NGOs,TRUE
Australians Care for Refugees,NGOs,,NGOs,TRUE
Austria,DAC governments,,DAC governments,TRUE
Austria for UNHCR,UN Multi,,UN Multi,TRUE
Austrian Development Agency,DAC governments,,DAC governments,TRUE
Austrian Embassy/Armenia,DAC governments,,DAC governments,TRUE
Austrian Red Cross,red cross,,red cross,TRUE
Autorités locales,other,,other,TRUE
Avenir pour les orphelins au Burundi,NGOs,,NGOs,TRUE
Aviation Assistance A/S,private sector corporations,,private sector corporations,TRUE
Aviation Sans Frontieres,NGOs,,NGOs,TRUE
Aviation Sans Frontieres Belgium,NGOs,,NGOs,TRUE
Aviation Sans Frontieres France,NGOs,,NGOs,TRUE
Avocats Sans Frontieres,NGOs,,NGOs,TRUE
Avon,private sector corporations,,private sector corporations,TRUE
AVRE -Support to Victims for Emotional Recovery,other,,other,TRUE
AVREO,private sector corporations,NGOs,NGOs,FALSE
AVSF - Agronomes y Veterinaries sans Frontières,NGOs,,NGOs,TRUE
Award,academia/think/research,,academia/think/research,TRUE
Awaz Foundation Pakistan Center for Development Services,foundations,,foundations,TRUE
Aweil Relief Agency for Reintegration and Development,NGOs,,NGOs,TRUE
Aweil Window of Opportunities and Development Agency,private individual organisations,NGOs,NGOs,FALSE
AWWD,NGOs,,NGOs,TRUE
AXA Canada,private sector corporations,,private sector corporations,TRUE
AXA Group,private sector corporations,,private sector corporations,TRUE
Ayuda en Accion,NGOs,,NGOs,TRUE
AYUUB Organization,other,,other,TRUE
Azat Foundation,NGOs,,NGOs,TRUE
Azerbaijan,NDD,,National government,TRUE
Azerbaijan Red Crescent,red cross,,red cross,TRUE
Azza Women Association,NGOs,,NGOs,TRUE
B2Gold,private sector corporations,,private sector corporations,TRUE
Ba Futuru / For The Future,NGOs,,NGOs,TRUE
Bacardi Limited,private sector corporations,,private sector corporations,TRUE
Backus y Cervesur,private sector corporations,,private sector corporations,TRUE
Badil Resource Center for Palestinian Residency and Refugee Rights,NGOs,,NGOs,TRUE
Badin Development Organization,NGOs,,NGOs,TRUE
BAHA'I InterNational COMMUNITY,NGOs,,NGOs,TRUE
Bahamas,NDD,,National government,TRUE
Bahamas Red Cross,red cross,,red cross,TRUE
Bahamas Red Cross Society,red cross,,red cross,TRUE
Bahrain,NDD,,National government,TRUE
Bahrain Red Crescent,red cross,,red cross,TRUE
Bahrain Red Crescent Society,red cross,,red cross,TRUE
Bakpiny Community Development Agency,NGOs,,NGOs,TRUE
Balancing entry of ERF allocations,other,,other,TRUE
"Balay Mindanaw Foundation, Inc.",foundations,,foundations,TRUE
Balcombe,other,,other,TRUE
Balkanactive van de gemeenten,NGOs,,NGOs,TRUE
Balochistan Environmental and Educational Journey,NGOs,,NGOs,TRUE
Balochistan Rural Development Society,NGOs,,NGOs,TRUE
Baluchistan Boys Scouts Association,other,,other,TRUE
BAM - Federal Institute for Materials Research and Testing,DAC governments,,DAC governments,TRUE
Banesco Bank Venezuela,private sector corporations,,private sector corporations,TRUE
Bangladesh,NDD,,National government,TRUE
Bangladesh Red Crescent Society,red cross,,red cross,TRUE
Bangladesh Rural Advancement Committee,NGOs,,NGOs,TRUE
Bank of America Corporation,private sector corporations,,private sector corporations,TRUE
Bank of Palestine,private sector corporations,,private sector corporations,TRUE
Bank of West,private sector corporations,,private sector corporations,TRUE
BAPPENAS - Indonesia National Development Planning Agency,NDD,,National government,FALSE
Baptist Aotearoa NZ Aid,NGOs,,NGOs,TRUE
Baptist World Aid,NGOs,,NGOs,TRUE
Bär + Leu,other,,other,TRUE
Barbados,NDD,,National government,TRUE
Barbados Red Cross,red cross,,red cross,TRUE
Barbados Red Cross Society,red cross,,red cross,TRUE
Barclay's Foundation,foundations,,foundations,TRUE
Barclays Ghana,private sector corporations,,private sector corporations,TRUE
Barneombudet,NGOs,,NGOs,TRUE
BASF,private sector corporations,,private sector corporations,TRUE
Bashaer,other,,other,TRUE
Basic Education and Employable Skill Training,other,,other,TRUE
Basic Needs,other,,other,TRUE
Baxter InterNational Foundation,foundations,,foundations,TRUE
Bayer,private sector corporations,,private sector corporations,TRUE
BBC World Service Trust,NGOs,,NGOs,TRUE
BCIE,private sector corporations,,private sector corporations,TRUE
BD,other,,other,TRUE
BDC Anglican,private individual organisations,,private individual organisations,TRUE
BDCD,other,,other,TRUE
BDD BUKAVU,private individual organisations,,private individual organisations,TRUE
BDD Kasongo,private individual organisations,,private individual organisations,TRUE
Beaconhouse,other,,other,TRUE
Bearing Point,private sector corporations,,private sector corporations,TRUE
Bechtel,private sector corporations,,private sector corporations,TRUE
"Becton, Dickson and Company",private sector corporations,,private sector corporations,TRUE
Bel Avenir,other,,other,TRUE
Belarus,NDD,,National government,TRUE
Belarus Red Cross,red cross,,red cross,TRUE
Belarusian Red Cross,red cross,,red cross,TRUE
Belgian Air Force,DAC governments,,DAC governments,TRUE
Belgian First Aid and Support Team,DAC governments,,DAC governments,TRUE
Belgian Red Cross,red cross,,red cross,TRUE
Belgium,DAC governments,,DAC governments,TRUE
Belgium Red Cross,red cross,,red cross,TRUE
Belize,NDD,,National government,TRUE
Belize Red Cross,red cross,,red cross,TRUE
Belize Red Cross Society,red cross,,red cross,TRUE
Belun,other,,other,TRUE
Benfica Foundation,foundations,,foundations,TRUE
Benin,NDD,,National government,TRUE
Benposta Nación de Muchachos,NGOs,,NGOs,TRUE
BEPROD,private sector corporations,,private sector corporations,TRUE
Berkat,NGOs,,NGOs,TRUE
Bernard van Leer Foundation,foundations,,foundations,TRUE
Berne helps Lviv,other,,other,TRUE
Berne University,academia/think/research,,academia/think/research,TRUE
Bertelsmann AG,private sector corporations,,private sector corporations,TRUE
Best Buy Children's Foundation,foundations,,foundations,TRUE
"Best Buy Co., Inc. ",private sector corporations,,private sector corporations,TRUE
BGR - German Federal Institute for Geosciences and Natural Resources ,academia/think/research,,academia/think/research,TRUE
BHN Association -Telecom for Basic Human Needs,NGOs,,NGOs,TRUE
Bhutan,NDD,,National government,TRUE
BID,private sector corporations,,private sector corporations,TRUE
Bidan Kesehatan Department of Health Indonesia,NDD,,National government,TRUE
Bienvenu Refugee Shelter,NGOs,,NGOs,TRUE
BIJOU Trust,private individual organisations,,private individual organisations,TRUE
Bilateral (to affected government),NDD,,National government,TRUE
Bilkent Holding,private sector corporations,,private sector corporations,TRUE
Bill and Melinda Gates Foundation,foundations,,foundations,TRUE
Bill Emerson Humanitarian Trust,other,,other,TRUE
Bioforce,private sector corporations,,private sector corporations,TRUE
Biogen Idec,private sector corporations,,private sector corporations,TRUE
Biomet Inc.,private sector corporations,,private sector corporations,TRUE
Birdlife InterNational,other,,other,TRUE
Bjerknes Centre for Climate Research,academia/think/research,,academia/think/research,TRUE
blank,other,,other,TRUE
BLD - Barne- og likestillingsdepartementet,DAC governments,,DAC governments,TRUE
Blés du désert,NGOs,,NGOs,TRUE
Bloomberg,private sector corporations,,private sector corporations,TRUE
"Blue Cross and Blue Shield of Minnesota Foundation, Inc.",foundations,,foundations,TRUE
BLU-MED Response Systems ,private sector corporations,,private sector corporations,TRUE
BMaA,other,,other,TRUE
BMI,private sector corporations,,private sector corporations,TRUE
BMO Financial Group,private individual organisations,,private individual organisations,TRUE
BMVg,DAC governments,,DAC governments,TRUE
BMW Group,private individual organisations,,private individual organisations,TRUE
BNPP,private sector corporations,,private sector corporations,TRUE
Boeing Company,private sector corporations,,private sector corporations,TRUE
BOLHISPANIA,private sector corporations,,private sector corporations,TRUE
Bolivia,NDD,,National government,TRUE
Bolivia Red Cross,red cross,,red cross,TRUE
Bolivian Red Cross,red cross,,red cross,TRUE
Bolivian Red Cross,red cross,,red cross,TRUE
Booz Allen Hamilton,private sector corporations,,private sector corporations,TRUE
BorgWarner,private sector corporations,,private sector corporations,TRUE
Bosnia & Herzegovina,NDD,,National government,TRUE
Bosnian Red Crescent Society,red cross,,red cross,TRUE
Boston Archiepiscopal Diocese,private individual organisations,,private individual organisations,TRUE
Boston Foundation,foundations,,foundations,TRUE
Boston Foundation (Ansara Family Fund),foundations,,foundations,TRUE
Botswana,NDD,,National government,TRUE
Botswana Red Cross,red cross,,red cross,TRUE
Botswana Red Cross Society,red cross,,red cross,TRUE
BP Foundation,foundations,,foundations,TRUE
BRASCRI ,NGOs,,NGOs,TRUE
Brazil,NDD,,National government,TRUE
Brazil Red Cross,red cross,,red cross,TRUE
Brazilian Red Cross,red cross,,red cross,TRUE
Bread for the World,NGOs,,NGOs,TRUE
Bridderlech Deelen,private individual organisations,,private individual organisations,TRUE
Bridgestone Group,private sector corporations,,private sector corporations,TRUE
Bright Future Organization,NGOs,,NGOs,TRUE
Bristol-Myers Squibb,private sector corporations,,private sector corporations,TRUE
British Agencies Afghanistan Group,other,,other,TRUE
British Airways,private sector corporations,,private sector corporations,TRUE
British Council,NGOs,,NGOs,TRUE
British Embassy in Khartoum (Sudan),DAC governments,,DAC governments,TRUE
BRITISH ORG. FOR MEDICAL AND SCIENTIFIC ASSISTANCE,other,,other,TRUE
British Red Cross,red cross,,red cross,TRUE
British Red Cross Society,red cross,,red cross,TRUE
British Virgin Islands,NDD,,National government,TRUE
Broadcasting Board of Governors,other,,other,TRUE
Brookings Institute,NGOs,,NGOs,TRUE
Brother Industries Ltd.,private sector corporations,,private sector corporations,TRUE
Brotherhood Association humanity of Human Rights,private individual organisations,,private individual organisations,TRUE
Brother's Brother Foundation,foundations,,foundations,TRUE
Brunei Darussalam,NDD,,National government,FALSE
BTC,other,,other,TRUE
B'Tselem - the Israeli Information Center for Human Rights in the Occupied Territories,academia/think/research,,academia/think/research,TRUE
BUCO - Bureau de la Coopération Suisse,DAC governments,,DAC governments,TRUE
BUCO - CRONGD,DAC governments,,DAC governments,TRUE
Buco Cotonou,DAC governments,,DAC governments,TRUE
Buddhist Compassion Relief Tzu Chi Foundation,foundations,,foundations,TRUE
Buddist Committee of Concord Nation,private individual organisations,,private individual organisations,TRUE
Build Change,NGOs,,NGOs,TRUE
Build-A-Bear Workshop Foundation,foundations,,foundations,TRUE
BUKKEHAVE,private sector corporations,,private sector corporations,TRUE
Bulay Development Organization,NGOs,,NGOs,TRUE
Bulgaria,NDD,,National government,FALSE
Bulgaria Red Cross,red cross,,red cross,TRUE
Bulgarian Red Cross,red cross,,red cross,TRUE
Bundesamt für Migration,private individual organisations,,private individual organisations,TRUE
Bundesanstalt für Materialforschung und - prüfung,private sector corporations,,private sector corporations,TRUE
Bundesanstalt Technisches Hilfswerk,DAC governments,,DAC governments,TRUE
Bundesministerium der Verteidigung,DAC governments,,DAC governments,TRUE
Bureau des Nations Unies en Centrafrique (United Nations Peace-Building Support Office in CAR),UN Multi,,UN Multi,TRUE
Bureau des œuvres médicales diocésaines (BDOM),private individual organisations,,private individual organisations,TRUE
Bureau Diocésain de Développement de Kindu (BDD/KINDU),NGOs,,NGOs,TRUE
Bureau InterNational Catholique de l'Enfance,private individual organisations,,private individual organisations,TRUE
Burger King,private sector corporations,,private sector corporations,TRUE
Burkina Faso,NDD,,National government,FALSE
Burkina Faso Red Cross,red cross,,red cross,TRUE
Burkinabe Red Cross Society,red cross,,red cross,TRUE
Burma Austria Allianz,private sector corporations,,private sector corporations,TRUE
Burnet Institute,academia/think/research,,academia/think/research,TRUE
Burton D. Morgan Foundation,foundations,,foundations,TRUE
Burundi,NDD,,National government,FALSE
Burundi Red Cross,red cross,,red cross,TRUE
Burundikids e.V.,NGOs,,NGOs,TRUE
Business & Human Rights Resource Centre,NGOs,,NGOs,TRUE
Business and Professional Women Organization,Other multi,,Other multi,TRUE
Business Roundtable,private sector corporations,,private sector corporations,TRUE
Butterfly Onlus Foundation,foundations,,foundations,TRUE
Buuck Family Foundation,foundations,,foundations,TRUE
BWG/Changjang Water Resources Commission,DAC governments,,DAC governments,TRUE
C & S Wholesale Grocers,private sector corporations,,private sector corporations,TRUE
CAII - Creative Associates InterNational,private sector corporations,,private sector corporations,TRUE
California Endowment,private sector corporations,,private sector corporations,TRUE
Cambodia,NDD,,National government,FALSE
Cambodia Red Cross,red cross,,red cross,TRUE
Cambodian Mine Action Centre,NGOs,,NGOs,TRUE
Cambodian Red Cross,red cross,,red cross,TRUE
Cameroon,NDD,,National government,FALSE
Cameroun,NDD,,National government,FALSE
Camp Dresser and McKee Incorporated,private sector corporations,,private sector corporations,TRUE
Campagne Suisse Contre les Mines Antipersonnel,NGOs,,NGOs,TRUE
Campana Colombiana Contra Minas,other,,other,TRUE
Campbell Soup CO,private sector corporations,,private sector corporations,TRUE
CAMPS/CELPA,private individual organisations,NGOs,NGOs,FALSE
CAN FOUNDATION ,foundations,,foundations,TRUE
