Donor,Deflatorvalue
Brother's Brother Foundation,1.015410128
Brunei Darussalam,0.805786946
BTC,1.015410128
B'Tselem - the Israeli Information Center for Human Rights in the Occupied Territories,1.015410128
BUCO - Bureau de la CoopÇration Suisse,1.015410128
BUCO - CRONGD,1.015410128
Buco Cotonou,1.015410128
Buddhist Compassion Relief Tzu Chi Foundation,1.015410128
Buddist Committee of Concord Nation,1.015410128
Build Change,1.015410128
Build-A-Bear Workshop Foundation,1.015410128
BUKKEHAVE,1.015410128
Bulay Development Organization,1.015410128
Bulgaria,1.000484115
Bulgaria Red Cross,1.015410128
Bulgarian Red Cross,1.015410128
Bundesamt fÅr Migration,1.015410128
Bundesanstalt fÅr Materialforschung und - prÅfung,1.015410128
Bundesanstalt Technisches Hilfswerk,1.015410128
Bundesministerium der Verteidigung,1.015410128
Bureau des Nations Unies en Centrafrique (United Nations Peace-Building Support Office in CAR),1.015410128
Bureau des ?uvres mÇdicales diocÇsaines (BDOM),1.015410128
Bureau DiocÇsain de DÇveloppement de Kindu (BDD/KINDU),1.015410128
Bureau InterNational Catholique de l'Enfance,1.015410128
Burger King,1.015410128
Burkina Faso,1.036467858
Burkina Faso Red Cross,1.015410128
Burkinabe Red Cross Society,1.015410128
Burma Austria Allianz,1.015410128
Burnet Institute,1.015410128
Burton D. Morgan Foundation,1.015410128
Burundi,0.96133206
Burundi Red Cross,1.015410128
Burundikids e.V.,1.015410128
Business & Human Rights Resource Centre,1.015410128
Business and Professional Women Organization,1.015410128
Business Roundtable,1.015410128
Butterfly Onlus Foundation,1.015410128
Buuck Family Foundation,1.015410128
BWG/Changjang Water Resources Commission,1.015410128
C & S Wholesale Grocers,1.015410128
CAII - Creative Associates InterNational,1.015410128
California Endowment,1.015410128
Cambodia,1.017611333
Cambodia Red Cross,1.015410128
Cambodian Mine Action Centre,1.015410128
Cambodian Red Cross,1.015410128
Cameroon,1.032105665
Cameroun,1.015410128
Camp Dresser and McKee Incorporated,1.015410128
Campagne Suisse Contre les Mines Antipersonnel,1.015410128
Campana Colombiana Contra Minas,1.015410128
Campbell Soup CO,1.015410128
CAMPS/CELPA,1.015410128
CAN FOUNDATION ,1.015410128
Canada,0.97696254
Canada InterNational Demining Corps,1.015410128
Canada Safeway Foundation,1.015410128
CANADEM,1.015410128
Canadian Baptist Ministries,1.015410128
Canadian Catholic Organization for Development and Peace,1.015410128
Canadian Coalition,1.015410128
Canadian Development and Peace,1.015410128
Canadian Food for the Hungry InterNational,1.015410128
Canadian Food Grains Bank,1.015410128
Canadian Funds for Local Initiatives,1.015410128
Canadian Healthcare Association,1.015410128
Canadian InterNational Development Agency/InterNational Humanitarian Assistance,1.015410128
Canadian Journalist/Free Expr,1.015410128
Canadian Journalists Free Expression,1.015410128
Canadian Journalists Free Expression ,1.015410128
Canadian National Railway Company,1.015410128
Canadian Physicians for Aid and Relief,1.015410128
Canadian Red Cross Society,1.015410128
Canadian Relief Foundation,1.015410128
Candle Light,1.015410128
Canon Group,1.015410128
Cape Verde Red Cross,1.015410128
CARAES,1.015410128
"Cardinal Health, Inc.  ",1.015410128
CARE and SC/US,1.015410128
CARE Australia,1.015410128
CARE Austria,1.015410128
CARE Canada,1.015410128
Care Czech Republic,1.015410128
CARE France,1.015410128
Care Germany,1.015410128
CARE InterNational,1.015410128
CARE InterNational Switzerland in Sudan,1.015410128
CARE Kenya,1.015410128
CARE Myanmar,1.015410128
CARE Nepal,1.015410128
CARE Netherlands,1.015410128
CARE Norway,1.015410128
Care Peru,1.015410128
CARE Somalia,1.015410128
Care Sudan,1.015410128
CARE USA,1.015410128
CareFusion Corporation,1.015410128
CareSource Foundation,1.015410128
Carestream Health,1.015410128
CARE-UK,1.015410128
Cargill,1.015410128
Caribbean Development Bank,1.015410128
Caribbean Disaster Emergency Response Agency,1.015410128
CARICOM Regional Development Programme,1.015410128
CARITAS,1.015410128
CARITAS / Catholic Relief Services,1.015410128
CARITAS Allemagne (DCV),1.015410128
Caritas Australia,1.015410128
Caritas Austria,1.015410128
CARITAS BUKAVU,1.015410128
CARITAS BUNIA,1.015410128
CARITAS BUTEMBO,1.015410128
Caritas Congo,1.015410128
Caritas Czech Republic,1.015410128
Caritas Denmark,1.015410128
CARITAS DEV GOMA,1.015410128
Caritas Dev Kalemie,1.015410128
Caritas DÇveloppement,1.015410128
Caritas DÇveloppement DRC,1.015410128
CARITAS DUNGU,1.015410128
Caritas France,1.015410128
Caritas Germany,1.015410128
Caritas Germany (DCV),1.015410128
Caritas Haiti,1.015410128
Caritas Hong kong,1.015410128
Caritas Hungary,1.015410128
Caritas India,1.015410128
CARITAS InterNationalIS,1.015410128
Caritas Jerusalem,1.015410128
Caritas Kananga,1.015410128
Caritas Katanga,1.015410128
CARITAS KINDU,1.015410128
Caritas Lebanon Migrants Center,1.015410128
Caritas Manila,1.015410128
CARITAS Mbandaka,1.015410128
CARITAS MBUJIMAYI,1.015410128
Caritas New Zealand,1.015410128
Caritas Norway,1.015410128
Caritas Peru,1.015410128
Caritas Spain,1.015410128
Caritas Sweden,1.015410128
Caritas Switzerland,1.015410128
CARITAS TCHUMBE,1.015410128
CARITAS UVIRA,1.015410128
CARITAS UVIRA,1.015410128
Caritas/MCC,1.015410128
Carl Duisberg Gesellschaft,1.015410128
Carlson Wagonlit Travel Beheermaatschappij,1.015410128
Carnegie Corporation of New York,1.015410128
Carnival Corporations,1.015410128
Carry-over (donors not specified),1.015410128
Casals and Associates,1.015410128
Cascos Blancos - Argentina,1.015410128
Casio,1.015410128
Catalan Agency for Development Cooperation,1.015410128
"Caterpillar, Inc.",1.015410128
Catholic Agency for Overseas Development,1.015410128
Catholic Church of Khartoum,1.015410128
"Catholic Church, Germany",1.015410128
Catholic Commisssion for Justice and Peace,1.015410128
Catholic Development Commission,1.015410128
Catholic Diocese of Erie,1.015410128
Catholic Diocese of Kericho,1.015410128
Catholic Diocese of Nakuru,1.015410128
Catholic Diocese of Torit,1.015410128
Catholic Medical Missons Board,1.015410128
Catholic Migration Commission,1.015410128
Catholic Mission,1.015410128
Catholic Organisation for Relief and Development Aid,1.015410128
Catholic Peace Movement,1.015410128
Catholic Priest Association for Justice,1.015410128
Catholic Relief Services,1.015410128
Caucasus Environmental NGO Network,1.015410128
Caucasus Environmental NGO Network ,1.015410128
CAUSE Canada,1.015410128
Cavish Development Foundation,1.015410128
CCD,1.015410128
CCD,1.015410128
Cchin HR Organization,1.015410128
CCI Coin Co. InterNational,1.015410128
CDA Collaborative Learning Projects. Inc.,1.015410128
CDE - University Berne,1.015410128
CE & S,1.015410128
Cedar Fund,1.015410128
CEDI,1.015410128
CEFA,1.015410128
Ceilu,1.015410128
CEMUBAC (Belgian medical NGO),1.015410128
Centarl Regions Livestock Professional Association,1.015410128
Centarl Regions Livestock Professional Association,1.015410128
Center for  Civil Military Relations,1.015410128
Center for Citizenship Education,1.015410128
Center for Culture and Development,1.015410128
Center for Defending Freedom of Journalists,1.015410128
Center for Disease Control and Prevention,1.015410128
Center for Human Rights and Democratic Participation,1.015410128
Center for Humanitarian Services,1.015410128
Center for International Studies and Cooperation,1.015410128
CENTER FOR JUSTICE AND INT. LAW,1.015410128
Center for Peace and Democracy,1.015410128
Center for Research on the Epidemiology of Disasters,1.015410128
Center for the Defence of the Individual,1.015410128
Center for Victims of Torture,1.015410128
Center of Excellence for Rural Development,1.015410128
Central African Red Cross,1.015410128
Central African Red Cross Society,1.015410128
Central African Republic,1.063440854
"Central Asian Free Exchange, USA",1.015410128
Central Community Chest of Japan,1.015410128
Central Ecuatoriana de Servicios Agricolas,1.015410128
Central Emergency Response Fund,1.015410128
Central Minnesota Community Foundation ,1.015410128
Central Social,1.015410128
Centre canadien d'Çtude et de coopÇration InterNationale (CECI),1.015410128
Centre d'action pour le dÇvÇloppement,1.015410128
Centre d'Alerte et de Prevention des Conflits,1.015410128
Centre De Crise,1.015410128
Centre de DÇveloppement IntÇgral (CDI/Yakoma),1.015410128
Centre de Promotion Socio-Sanitaire,1.015410128
"Centre de Recherche en Astronomie, Astrophysique et Geophysique",1.015410128
Centre de Recherche et d'Appui aux Initiatives de DÇveloppement IntÇgrÇ,1.015410128
Centre de Recherche SantÇ,1.015410128
Centre de RÇflexion Europe Afrique ,1.015410128
Centre d'Enseignement et de Recherche en Action Humanitaire,1.015410128
Centre for Civil and Political Rights,1.015410128
Centre for Common Ground in Angola (CCG),1.015410128
CENTRE FOR DEFENDING FREEDOM OF JOURNALISTS - CDFJ,1.015410128
Centre for Humanitarian Dialogue,1.015410128
Centre for InteNational Political Studies,1.015410128
Centre for InterNational Political Studies,1.015410128
Centre for InterNational Studies and Cooperation ,1.015410128
Centre for Peacekeeping and Community Development,1.015410128
Centre for Research on the Epidemiology of Disasters,1.015410128
Centre for Safety and Development,1.015410128
Centre for the Coordination of Natural Disaster Prevention in Central America,1.015410128
Centre palestinien des droits de l'homme,1.015410128
Centre pour enfants des rues de Bel-Air,1.015410128
Centre pour la Promotion de la Sante,1.015410128
Centre spÇcialisÇ d'appui Ö la promotion et Ö la modernisation de l'ÇlÇvage,1.015410128
Centro d'Informazione e Educazione allo Sviluppo,1.015410128
Centro Integral de Rehabilitaci¢n de Colombia,1.015410128
Centrum voor Afrikaanse Cultuur,1.015410128
CESADEMA,1.015410128
CEVA Logistics,1.015410128
CFD,1.015410128
CHA - Coordination of Humanitarian Assistance,1.015410128
Chad ,1.015410128
Chad Red Cross,1.015410128
Chadbourne & Parke LLP,1.015410128
Chaine du Bonheur,1.015410128
Chaåne du Bonheur,1.015410128
CHAINES,1.015410128
Chapman Freeborn Airchartering,1.015410128
Charitable Development Association,1.015410128
Charitable Society for Caring and Rehabilitation Iraqi Children,1.015410128
Charitable Society for Social Welfare,1.015410128
Charities Aid Foundation,1.015410128
Charity Palestinian NGO,1.015410128
Charles Schwab ,1.015410128
Charles Schwab Foundation,1.015410128
Chars Livelihoods Programme,1.015410128
CHASE OT,1.015410128
Checci & Company,1.015410128
Chemonics InterNational Inc.,1.015410128
Chevron Corporation,1.015410128
Chevron Texaco,1.015410128
CHF - ERF funds transfer,1.015410128
CHF InterNational,1.015410128
CHF Sudan/South Sudan Funding,1.015410128
Child Advocacy InterNational,1.015410128
Child Care Society,1.015410128
Child Development Foundation,1.015410128
Child Rights Information Network,1.015410128
ChildFund InterNational,1.015410128
ChildFund Ireland,1.015410128
Children Assistance Programme ,1.015410128
Children InterNational,1.015410128
Children of Peru Foundation (New York),1.015410128
Children without Borders,1.015410128
Children's Aid Direct,1.015410128
Children's Fund of North Ossetia,1.015410128
"Children's Global Network, Pakistan (Guarantee) Limited",1.015410128
Children's Home Society of Minnesota,1.015410128
Children's Investment Fund Foundation,1.015410128
Children's Relief,1.015410128
Child's Earth Society in Iraq,1.015410128
Chile,0.96146824
Chile Red Cross,1.015410128
Chilean Red Cross,1.015410128
China,0.955817322
China Association for NGO Cooperation,1.015410128
China Centre for Disease Control and ˇAsia-Australia Mental Health,1.015410128
China Foundation for Poverty Alleviation,1.015410128
China Red Cross Society,1.015410128
Chinese Community in Peru,1.015410128
"CHMI, CTU/EPFL (Czech Hydrometeorological Institute)",1.015410128
CHORA,1.015410128
Chreso Ministries,1.015410128
ChrÇtiens pour le Sahel,1.015410128
Christian Aid,1.015410128
Christian Aid Ministries Nehemia,1.015410128
Christian Aid-UK,1.015410128
Christian Blind Mission,1.015410128
Christian Care,1.015410128
Christian Children's Fund ,1.015410128
Christian Children's Fund  / Adventis Development And Relief Agency,1.015410128
"Christian Children's Fund, USA",1.015410128
Christian Commission for Development in Bangladesh,1.015410128
Christian Friends of Korea,1.015410128
Christian Mission Aid,1.015410128
Christian Mission for Development,1.015410128
Christian Outreach Relief and Development,1.015410128
Christian Peacemaker Teams,1.015410128
Christian Recovery and Development Agency,1.015410128
Christian Reformed World Relief Committee,1.015410128
Christian Relief Network,1.015410128
Christian Solidarity International,1.015410128
Christoffel-Blindenmission,1.015410128
ChristustrÑger Bruderschaft,1.015410128
Chrysler Foundation,1.015410128
Chubb Corporation,1.015410128
"Chung Te Buddhist Association of NY, Inc.",1.015410128
Church of Jesus Christ (Johannesburg),1.015410128
Church of Sweden,1.015410128
Church of the Latter Day Saints,1.015410128
Church of the Living God InterNational,1.015410128
Church Women Solidarity for Supporting North Korea Children,1.015410128
Church World Service,1.015410128
CIAA,1.015410128
CICERO,1.015410128
CIGNA,1.015410128
CIMIR- Fred Polk,1.015410128
CINS -  Cooperazione Italiana Nord Sud,1.015410128
Circassian Charity Association,1.015410128
CISANET/CSCQBE/MEJN,1.015410128
Cisco Foundation,1.015410128
Citi,1.015410128
Citigroup,1.015410128
CitiHope InterNational,1.015410128
Citizen's Commission for Human Development,1.015410128
"Citizens' Disaster Response Center, Inc",1.015410128
Citizens Network for Foreign Affairs,1.015410128
City of Ingolstadt,1.015410128
City of Konstanz,1.015410128
City of Munich (Germany),1.015410128
City of Munich (Germany),1.015410128
City of Munich (Germany),1.015410128
Civi Development Organization,1.015410128
CIVIC,1.015410128
CIVIC (Valid until August 2012),1.015410128
Civic Assistance Committee,1.015410128
Clear Path International,1.015410128
Cleared Ground Demining Ltd.,1.015410128
Cleveland Foundation,1.015410128
Clinton Bush Haiti Fund,1.015410128
Clinton Foundation,1.015410128
Clinton Health Access Initiative,1.015410128
"?LOVEK V T÷SNI, O.P.S.",1.015410128
Clowns without Borders,1.015410128
Cluster Munition Coalition,1.015410128
Cluster Munitions Conference,1.015410128
CMS Ireland,1.015410128
Coach,1.015410128
Coalition for InterNational Justice,1.015410128
Coalition for the InterNational Criminal Court,1.015410128
Coalition of Dutch NGOs,1.015410128
Coalition to Stop Use of Child Soldiers,1.015410128
Coastal Community Foundation of South Carolina,1.015410128
Coca-Cola Company,1.015410128
CODEC,1.015410128
COFRA,1.015410128
Cogeco Cable,1.015410128
Cognizant,1.015410128
Coin Co. InterNational,1.015410128
Collaborative for Development Action,1.015410128
Collectif Asie Enfants IsolÇs,1.015410128
Collectif du developpement et du secours syrien,1.015410128
Collectif Haãti de France,1.015410128
College Suisse/Fondation S.O.S,1.015410128
Collegio Universitario Aspirante e Medici Missionari,1.015410128
Colombia,0.918583568
Colombia Campaign to Ban Landmines,1.015410128
Colombia Red Cross,1.015410128
Colombian Red Cross Society,1.015410128
Colombiana Contra Minas,1.015410128
Coloplast A/S,1.015410128
Comcast Corp,1.015410128
Comision de Derechos Humanos,1.015410128
