country,continent,regionUN,subregionUN,totalpop2015,under5pop,urbanpop,over65pop,u5mr2009,u5mr2010,u5mr2011,u5mr2012,u5mr2013,yearpov125_1,poverty125_1,yearpov125_2,poverty125_2,yearpov125_3,poverty125_3,yearpov125_4,poverty125_4,yearpov2_1,poverty2_1,yearpov2_2,poverty2_2,yearpov2_3,poverty2_3,yearpov2_4,poverty2_4,yearGDP_1,GDP_1,yearGDP_2,GDP_2,yearGDP_3,GDP_3,yearGDP_4,GDP_4,yearGDP_5,GDP_5,year_gini,value_gini,year_stunting_current,prev_stunting_current,number_stunting_current,current_aarr_stunting,reqd_aarr_stunting,stunting_progress,year_u5overweight,prev_u5overweight,number_u5overweight,current_aarr_u5overweight,reqd_aarr_u5overweight,u5overweight_progress,year_wasting,prev_wasting,number_wasting,wasting_progress,year_sev_wasting,number_sev_wasting,prev_sev_wasting,year_ebf_current,value_ebf_current,EBF_progress,year_lbw,LBW,year_stuntingtrend1,rate_stuntingtrend1,year_stuntingtrend2,rate_stuntingtrend2,year_stuntingtrend3,rate_stuntingtrend3,year_stuntingtrend4,rate_stuntingtrend4,year_stuntingtrend5,rate_stuntingtrend5,year_adolOWOB,AdolOW,AdolOB,year_heightBMI,prev_height145,prev_BMI185,year_adult_OB_OW,ow_male,ow_female,ow_bothsexes,ob_male,ob_female,ob_bothsexes,year_WRAanaemia,WRAanaemia_RATE,WRAanaemia_NUMBER,year_WHAtarget_WRAanaemia,WHAtarget_WRAanaemia1,year_vitA_def,prevalence_vita,year_IodineNutrition,Class_IodineNutrition,year_bloodglucose,BGboth,BGmale,BGfemale,year_bloodpressure,BPboth,BPmale,BPfemale,year_cholesterol,cholesterol_BOTH,cholesterol_MALE,cholesterol_FEMALE,YearMAD,MADTotal,YearMDD,MDDtotal,year_UNICEF_ANC_4,value_UNICEF_ANC_4,year_skilled,value_UNICEF_skilled_att,yearearly,early_BF,year_continued_BF,continued_BF,year_UNpop_Unmet_Needs,UnmetneedTotal,year_EBFtrend_1,EBF_trend_1,Source_EBFtrend1,year_EBFtrend_2,EBF_trend_2,Source_EBFtrend_2,year_EBFtrend_3,EBF_trend_3,Source_EBFtrend_3,year_SAM,SAMcoverage_rate,year_vitA_coverage,vitaminAdosecoverage,year_ORS,ORS,year_DTP,DTP3,year_Iodised,householdconsumingsalt,value_undernourishment1991,value_undernourishment2000,value_undernourishment2010,value_undernourishment2015,fruitandveg_gram1990,fruitandveg_gram2000,fruitandveg_gram2010,fruitandveg_gram2011,value_nonstaples1991,value_nonstaples2000,value_nonstaples2009,value_nonstaples2012,gender_inequality_year,gender_inequality_index,gender_inequality_rank,yearphysician,valuephysician,yearnurse,valuenurse,yearhealthworker,valuehealthworker,year_early_childbearing,early_childbearing,year_femaleED_1,rate_femaleED_1,year_femaleED_2,rate_femaleED_2,year_femaleED_3,rate_femaleED_3,year_femaleED_4,rate_femaleED_4,year_femaleED_5,rate_femaleED_5,water_piped1990,water_othimprov1990,water_unimprov1990,water_surface1990,water_piped2000,water_unimprov2000,water_othimprov2000,water_surface2000,water_piped2015,water_othimprov2015,water_unimprov2015,water_surface2015,san_improved1990,san_shared1990,san_othunimprov1990,san_opendef1990,san_improved2000,san_shared2000,san_othunimprov2000,san_opendef2000,san_improved2015,san_shared2015,san_othunimprov2015,san_opendef2015,totag_ppp1990,toteducation_ppp1990,tothealth_ppp1990,totsp_ppp1990,totag_ppp2000,toteducation_ppp2000,tothealth_ppp2000,totsp_ppp2000,totag_ppp2010,toteducation_ppp2010,tothealth_ppp2010,totsp_ppp2010,totag_ppp2012,toteducation_ppp2012,tothealth_ppp2012,totsp_ppp2012,year_code_bf,Code_breastfeeding,year_RTF,RTF_level1,year_maternityprotection,cat_maternityprotection,year_FFI,Fortification,year_policyrank,undernutritionrank_1to126,overnutritionrank_1to116,year_NCDpolicy,hypertension_policy,diabetes_policy,year_SUN,SUN_Process1,SUN_Process2,SUN_Process3,SUN_Process4,SUN_TotalAccomplished
Grenada,Americas,Latin America and the Caribbean,Caribbean,107,10,41,14,13,13,13,12,12,,,,,,,,,,,,,,,,,2014,11400,2013,11273,2012,11046,2011,11219,2010,11178,2010,32,,,,,,,,,,,,,,,,,,,,1998,39,,2011,8.8,,,,,,,,,,,,,,,,,2014,51,65,58,18,34,26,2011,26,7,2011,Currently off course,2013,5,,,2008,12,11,12,2008,42,45,38,2008,34,30,37,,,,,,,2012,99,,,,,,,,,.,,,.,1998,39,NS,2012,,,,,,2013,97,,,,,,,485,430,469,417,,,,,2013,,,2006,0.663,2006,3.827,2003,0.563,,,2010,109,2009,101,2008,105,2007,109,2005,99,,,3,0,88,3,9,0,,,3,0,98,,1,1,98,,1,1,98,,1,1,,,,,,,,,,,,,,,,,,.,.,,2011,Partial,,Mandatory,2014-2018,77,59,.,,,,,,,,
Guatemala,Americas,Latin America and the Caribbean,Central America,16255,2320,52,9,36,35,33,32,31,2011,14,2006,13,2004,16,2003,18,2011,30,2006,26,2004,31,2003,30,2014,7181,2013,7063,2012,6985,2011,6957,2010,6849,2010,43,2009,48,1024,1,5,Off course - Some progress,2009,5,105,4.239999771,0.0,On course - Good progress,2009,1,23,on course,2009,0,0.200000003,2008,50,,2008,11.4,2009,48,2002,54,2000,50,1999,53,1995,55,2009,27.1,7.5,2002,25.5,1.9,2014,48,56,52,13,24,19,2011,26,940,2011,Currently off course,2013,5,1995,Risk of iodine-induced hyperthyroidism within 5?10 years following introduction of iodized salt in susceptible groups,2008,13,12,14,2008,36,40,33,2008,28,23,32,,,,,,,2010,52,2008,55.5,2008,79,2009,20.8,1998,38.8,DHS,2002,50.6,NS,2008-2009,49.6,NS,2012,100,2013,13,2008,37.1,2013,85,,,14.89999962,22.10000038,14.80000019,15.60000038,298,308,359,357,42,47,53,52,2013,0.523,112,2009,0.932,2009,0.897,,,2008-2009,22,2012,63,2011,62,2010,62,2009,57,2008,55,50,27,12,11,65,9,19,8,85,8,3,4,47,10,21,22,55,12,19,14,64,14,17,5,4.2,15.2,9.2,7.5,2.4,17.6,8.2,9.7,2.0,19.8,12.6,9.3,2.6,20.2,10.7,10.7,2014,Law,2003,High,2011,Partial,,Mandatory,2015-2017,29,116,2010,"Available, partially implemented","Available, partially implemented",2014,54,62,66,54,59
Guinea,Africa,Africa,Western Africa,12348,1945,37,6,117,112,108,104,101,2012,41,2007,39,2003,56,1994,64,2012,73,2007,66,2003,81,1994,82,2014,1179,2013,1213,2012,1216,2011,1200,2010,1185,2010,36,2012,31,581,1,5,Off course - Some progress,2012,4,71,2.130000114,0.0,On course - Good progress,2012,10,184,off course,2012,0,4.099999905,2012,21,Off course no progress,2005,12,2012,31,2011,36,2007,40,2005,39,2000,47,,,,2012,1,10.7,2014,18,33,26,3,10,7,2011,48,1139,2011,Currently off course,2013,51,1999,Mild iodine deficiency,2008,9,9,9,2008,46,47,46,2008,19,16,21,2012,4,2012,7.6,2012,56.6,2012,45,2012,16.6,2012,93,2005,21.9,2003,22.8,MICS,2005,27,DHS,2012,20.5,DHS,2012,,,,2012,34.3,2013,63,,,23.20000076,27.20000076,18.29999924,16.39999962,527,429,408,403,37,38,37,,2013,,,2005,0.1,2005,0.043,2005,0.018,,40,2011,29,2008,25,2006,22,2005,19,2004,15,5,47,8,40,8,13,54,25,14,63,18,5,8,9,42,41,13,14,43,30,20,22,43,15,,,,,,,,,,,,,,,,,2014,Few provisions law,2003,Medium,2011,Yes,,Mandatory,2011-2015,32,79,2010,Not available,Not available,2014,38,32,29,29,32
Guinea-Bissau,Africa,Africa,Western Africa,1788,279,47,6,140,136,132,128,124,,,2002,49,1993,65,1991,41,,,2002,78,1993,85,1991,58,2014,1363,2013,1362,2012,1391,2011,1457,2010,1368,2004,46,2014,28,76,4,5,Off course - Some progress,2014,2,6,7.920000076,0.0,On course - Good progress,2014,6,16,off course,2014,0,1.399999976,2014,53,on course,2010,11,2014,28,2010,32,2008,28,2006,48,2000,36,,,,,,,2014,19,33,26,4,11,7,2011,45,165,2011,Currently off course,,,,,2008,9,9,9,2008,45,47,44,2008,17,15,18,,,,,2010,67.6,2010,43,2010,54.6,2010,97,2010,6,2006,16.1,MICS,2010,38.3,MICS,2014,52.5,MICS,2012,42.1,2013,97,2010,18.7,2013,80,2010,11.7,23.10000038,28.39999962,23,20.70000076,188,194,199,198,31,30,35,,2013,,,2009,0.07,2009,0.585,2004,2.917,,33,,,,,,,,,2000,13,4,32,60,4,5,45,47,3,6,73,19,2,,,,,12,10,42,36,21,16,46,17,5.7,,,,6.3,,,,6.6,,,,7.8,,,,2014,Few provisions law,.,,2011,No,,No Fortification,2011-2015,53,66,2010,Not available,Not available,2014,21,24,27,19,23
Guyana,Americas,Latin America and the Caribbean,South America,808,76,29,7,41,40,39,38,37,,,,,1998,9,1992,7,,,,,1998,18,1992,17,2014,6545,2013,6336,2012,6054,2011,5808,2010,5542,2008,32,2014,12,10,9,2,On course - Good progress,2014,5,4,4.579999924,0.0,On course - Good progress,2014,6,5,off course,2014,0,1.700000048,2014,23,Off course no progress,2009,14.3,2014,12,2009,20,2006,18,2000,14,1997,14,,,,2009,5.7,8.2,2014,44,62,53,14,32,23,2011,34,67,2011,Currently off course,2013,7,1997,Optimal iodine nutrition,2008,12,11,13,2008,41,43,38,2008,23,20,27,,,,,2009,78.5,2009,92,2009,43.1,2009,62,2009,28.5,2006,21.4,MICS,2009,33.2,DHS,2014,23.3,MICS,2012,,,,2009,49.8,2013,98,2009,10.3,22.79999924,10.39999962,11.89999962,10.60000038,223,512,317,319,44,51,50,,2013,0.524,113,2010,0.214,2010,0.531,2010,0.326,,16,2012,109,2011,113,2010,106,2009,101,2008,97,53,26,17,4,59,10,27,4,67,31,1,1,76,8,13,3,79,8,11,2,84,9,7,0,,,,,,,,,,,,,,,,,2014,Some provisions voluntary,2003,High,2011,Partial,,Mandatory,2001-2010,54,96,2010,"Available, partially implemented","Available, fully implemented",,,,,,
Haiti,Americas,Latin America and the Caribbean,Caribbean,10604,1251,59,9,81,174,77,75,73,,,,,,,2001,62,,,,,,,2001,78,2014,1670,2013,1648,2012,1603,2011,1580,2010,1518,2010,34,2012,22,274,2,4,Off course - Some progress,2012,4,45,-1.25,0.0,On course - At risk,2012,5,65,off course,2012,0,1.299999952,2012,40,Off course no progress,2012,23,2012,22,2006,30,2000,28,1994,37,1990,40,,,,2012,1,9.4,2014,32,45,39,7,17,12,2011,37,979,2011,Currently off course,2013,21,1999,Risk of iodine-induced hyperthyroidism within 5?10 years following introduction of iodized salt in susceptible groups,2008,10,10,10,2008,41,44,38,2008,23,19,25,2012,14,2012,29.2,2012,67.3,2012,37,2012,46.7,2012,82,2012,35.3,2000,24.3,DHS,2005-2006,40.7,DHS,2012,39.7,DHS,2012,31.5,2013,13,2012,52.9,2013,68,2006,3,61.09999847,55.20000076,50.59999847,53.40000153,386,346,240,234,45,47,46,48,2013,0.599,132,1998,0.25,1998,0.107,,,,13,,,,,,,,,,,8,54,21,17,9,28,52,12,10,48,39,3,18,16,18,48,21,20,21,38,28,28,25,19,,,,,,,,,,,,,,,,,2014,Measure drafted awaiting final approval,2003,High,2011,Partial,,Mandatory,2012-2030,74,86,.,,,2014,50,54,25,50,45
Honduras,Americas,Latin America and the Caribbean,Central America,8424,1013,54,9,26,25,24,23,22,2011,16,2010,13,2009,12,2008,15,2011,29,2010,26,2009,24,2008,27,2014,4214,2013,4154,2012,4131,2011,4345,2010,4270,2010,29,2012,23,224,4,4,Off course - Some progress,2012,5,51,-4.889999866,0.0,On course - At risk,2012,1,14,on course,2012,0,0.300000012,2011,31,Off course no progress,2011,9.9,2012,23,2006,30,2001,35,1996,39,1994,46,2012,17.8,5.6,2011,8.7,2.9,2014,47,56,52,12,24,18,2011,18,364,2011,Currently off course,2013,11,1994-7,Mild iodine deficiency,2008,9,9,8,2008,38,42,35,2008,30,27,33,2011,54,2011,67.7,2011,88.9,2011-2012,83,2011,63.8,2011,70,2012,10.7,2001,34.9,NS,2005-06,29.7,DHS,2011-2012,31.2,DHS,2012,95.9,2013,59,2011,59.7,2013,87,,,23,19,14.89999962,12.19999981,268,230,352,357,49,52,54,,2013,0.482,99,2005,0.372,2005,1.082,,,2011-2012,22,2013,78,2012,80,2011,81,2010,81,2008,72,60,13,6,21,74,7,7,12,90,1,8,1,48,4,15,33,63,5,11,20,83,7,5,5,,,,,,,,,,,,,,,,,2014,Many provisions law,2003,Medium high,2011,No,,Mandatory,2010-2038,106,116,2010,Not available,Not available,,,,,,
Hungary,Europe,Europe,Eastern Europe,9911,493,71,35,7,7,6,6,6,2011,0,2010,0,2008,0,2006,0,2011,0,2010,0,2008,0,2006,0,2014,23609,2013,22708,2012,22306,2011,22524,2010,22062,2005,48,,,,,,,,,,,,,,,,,,,,,,,2012,8.6,,,,,,,,,,,,,,,,,2014,67,53,60,24,24,24,2011,24,560,2011,Currently off course,,,,,2008,10,11,9,2008,46,50,41,2008,55,55,54,,,,,,,2010,99,,,,,1993,7,,,.,,,.,,,.,2012,,,,,,2013,99,,,,,,,437,496,364,437,70,71,70,,2013,0.247,45,2012,3.08,2012,6.478,,,,,2012,101,2011,100,2010,99,2009,97,2008,96,87,9,4,0,92,2,7,0,98,2,0,0,98,2,0,0,98,2,0,0,98,2,0,0,7.0,5.4,2.7,35.9,3.3,11.0,10.4,31.2,1.0,11.3,10.3,35.9,1.1,9.8,10.8,36.0,2014,Many provisions law,2003,Medium low,2011,Yes,,No Fortification,2007- 2013,126,106,2010,"Available, fully implemented","Available, fully implemented",,,,,,
Iceland,Europe,Europe,Northern Europe,337,24,94,26,3,2,2,2,2,,,,,,,,,,,,,,,,,2014,41237,2013,40958,2012,39925,2011,39619,2010,38809,2011,33,,,,,,,,,,,,,,,,,,,,,,,2012,4.2,,,,,,,,,,,,,,,,,2014,65,51,58,24,22,23,2011,17,13,2011,Currently off course,,,1998,Optimal iodine nutrition,2008,9,11,7,2008,34,40,27,2008,70,73,67,,,,,,,.,,,,,,,,,,.,,,.,,,.,2012,,,,,,2013,91,,,,,,,322,391,525,528,74,76,77,,2013,0.088,14,2012,3.476,2012,15.593,,,,,2012,111,2011,109,2010,110,2009,110,2008,111,100,0,0,0,100,0,0,0,100,0,0,0,99,1,0,0,99,1,0,0,99,1,0,0,13.2,15.7,19.0,10.2,3.5,17.9,19.1,18.4,2.3,16.2,15.3,21.7,2.4,16.9,16.3,19.8,2014,No action,2003,Medium low,2011,Partial,,No Fortification,2011- 2020,95,62,2010,"Available, fully implemented","Available, partially implemented",,,,,,
India,Asia,Asia,Southern Asia,1282390,122215,33,11,63,60,58,55,53,2011,24,2009,33,2004,42,1993,49,2011,59,2009,69,2004,76,1993,82,2014,5565,2013,5244,2012,4967,2011,4787,2010,4547,2012,36,2014,39,48000,3,4,Off course - Some progress,2006,2,2370,5.860000134,0.0,On course - Good progress,2014,15,19000,off course,2014,8,4.599999905,2005,46,,2005,28,2006,48,1999,54,1997,46,1993,58,2014,39,2007,10.8,2.1,2005,11.9,39.9,2014,20,25,22,3,7,5,2011,48,153490,2011,Currently off course,2013,45,1993-2002,Optimal iodine nutrition,2008,11,11,11,2008,35,36,34,2008,28,26,30,,,,,2005,37,2007-2008,52,2007,40.5,2005,88,2008,20.5,1992-1993,43.5,DHS,1998-1999,46.2,DHS,2005-2006,46.4,NS,2012,11.7,2013,53,2005,26,2013,72,2009,71.1,23.70000076,17,15.69999981,15.19999981,219,273,354,362,34,37,40,42,2013,0.563,127,2012,0.702,2011,1.711,,,2005-2006,22,2011,66,2010,62,2009,59,2008,58,2007,54,16,55,26,3,21,18,60,2,28,66,5,1,17,5,3,75,26,7,4,63,40,10,6,44,8.3,2.4,1.7,1.2,5.6,2.5,1.6,1.4,6.3,2.8,2.0,,,,,,2014,Law,2003,Medium high,2011,Partial,2015,,2012-2017,72,116,2010,"Available, fully implemented","Available, fully implemented",,,,,,
Indonesia,Asia,Asia,South-Eastern Asia,255709,22804,54,11,35,33,32,31,29,2011,16,2010,18,2008,23,2005,22,2011,43,2010,46,2008,55,2005,54,2014,10099,2013,9729,2012,9327,2011,8907,2010,8498,2011,36,2013,36,8728,2,3,Off course - Some progress,2013,12,2758,2.220000029,4.1,Off course - Some progress,2013,14,3237,off course,2013,2,6.699999809,2012,42,on course,2007,9,2013,36,2010,39,2007,40,2001,42,2004,29,2007,9.9,1.8,,,,2014,21,28,25,4,8,6,2011,23,15308,2011,Currently off course,2013,5,1996,Mild iodine deficiency,2008,7,7,7,2008,41,43,39,2008,36,33,38,2012,37,2012,58.2,2012,87.8,2012,83,2012,49.3,2012,77,2012,11.4,2002-2003,39.5,DHS,2007,32.4,DHS,2012,41.5,DHS,2012,,2013,82,2012,38.8,2013,85,2013,57.6,19.70000076,17.20000076,13.5,7.599999905,138,186,266,298,27,28,30,31,2013,0.5,103,2012,0.204,2012,1.383,,,,7,2012,84,2011,82,2010,79,2009,76,2008,71,9,60,25,6,15,18,63,4,22,65,11,2,35,7,18,40,47,8,14,31,61,11,8,20,7.6,9.1,2.4,,2.3,4.9,1.7,7.5,,,,,,,,,2014,Many provisions law,2003,Medium high,2011,Partial,,Mandatory,2010-2014,57,116,2010,"Available, partially implemented","Available, partially implemented",2014,44,50,48,35,44
Iran,Asia,Asia,Southern Asia,79476,7146,70,11,20,19,18,18,17,2005,1,1998,1,1994,1,1990,4,2005,8,1998,8,1994,8,1990,13,2014,15573,2013,15552,2012,16068,2011,17425,2010,16980,2010,54,2011,7,465,1,3,Off course - Some progress,,,,,,,2011,4,273,on course,2011,0,1.399999976,2010,53,,2011,7.7,,,2011,7,2004,7,1998,20,1995,24,,,,,,,2014,60,65,62,20,32,26,2011,28,6385,2011,Currently off course,2013,6,1996,Risk of iodine-induced hyperthyroidism within 5?10 years following introduction of iodized salt in susceptible groups,2008,10,9,11,2008,39,41,37,2008,54,50,58,,,,,2005,94.3,2010-2011,96,2010,68.7,2010,84,2011,5.7,,,.,2000,44.1,DHS,2010-11,53.1,NS,2012,,,,2010,61.38,2013,98,,,5.099999905,5.199999809,6.400000095,,745,839,986,1065,38,40,47,,2013,0.51,109,2005,0.89,2005,1.41,2004,0.362,2010-2011,5,2012,83,2011,81,2010,79,2009,81,2008,80,84,8,6,2,88,5,6,1,92,4,4,0,71,9,19,1,79,10,11,1,90,10,0,0,3.9,24.9,7.7,7.7,2.2,11.4,7.3,13.4,,,,,,,,,2014,Law,2003,High,2011,Partial,,Mandatory,2005-2009,85,77,2010,"Available, fully implemented","Available, fully implemented",,,,,,
Iraq,Asia,Asia,Western Asia,35767,5078,66,6,38,37,36,35,34,,,,,2012,4,2007,3,,,,,2012,21,2007,22,2014,14018,2013,15368,2012,14545,2011,13248,2010,12330,2007,38,2011,23,1073,2,5,Off course - Some progress,2011,12,560,-7.53000021,3.7,Off course - No progress,2011,7,351,off course,2011,0,3.599999905,2011,20,Off course no progress,2011,13.4,2011,23,2006,28,2004,20,2003,34,2000,28,2012,25.3,7.9,,,,2014,53,63,58,17,31,24,2011,31,2418,2011,Currently off course,2013,14,,,2008,13,13,13,2008,40,41,39,2008,44,44,44,,,,,2011,49.6,2011,91,2011,42.8,2011,52,2011,8,2000,12.3,MICS,2006,25.1,MICS,2011,19.6,MICS,2012,35.1,,,2011,22.8,2013,68,2011,29,7.900000095,24.60000038,25.20000076,22.79999924,637,483,507,424,33,39,37,,2013,0.542,120,2010,0.607,,,,,,12,2007,45,2004,38,2003,35,2001,28,2000,28,75,3,7,15,75,8,5,12,75,12,10,3,,,,,75,9,10,5,86,10,4,0,,,,,,,,,,,,,,,,,2014,Measure drafted awaiting final approval,.,,2011,No,,Mandatory,2013-2017,105,103,2010,"Available, partially implemented","Available, partially implemented",,,,,,
Ireland,Europe,Europe,Northern Europe,4727,358,63,25,4,4,4,4,4,,,,,,,,,,,,,,,,,2014,46633,2013,44640,2012,44673,2011,44913,2010,43860,2011,33,,,,,,,,,,,,,,,,,,,,,,,2011,5.2,,,,,,,,,,,,,,,,,2014,66,55,60,26,25,26,2011,17,194,2011,Currently off course,,,1999,Mild iodine deficiency,2008,7,8,6,2008,41,47,34,2008,63,66,60,,,,,,,2003,100,,,,,,,,,.,,,.,,,.,2012,,,,,,2013,96,,,,,,,404,378,617,621,67,69,67,,2013,0.115,20,2013,2.67,2004,15.197,,,,,2012,120,2011,120,2010,124,2009,121,2008,119,96,0,4,,96,4,0,,98,0,2,,89,7,4,,89,7,4,,90,7,3,,2.6,11.9,12.2,30.4,3.2,13.7,16.6,27.2,0.9,8.2,12.1,25.8,1.3,12.2,16.7,30.5,2014,Many provisions law,2003,Medium high,2011,Yes,,No Fortification,2007-2013,118,69,2010,Not available,"Available, partially implemented",,,,,,
Israel,Asia,Asia,Western Asia,7920,793,92,22,5,5,4,4,4,,,,,,,,,,,,,,,,,2014,31180,2013,30927,2012,30518,2011,30183,2010,29509,2008,44,,,,,,,,,,,,,,,,,,,,,,,2012,8,,,,,,,,,,,,,,,,,2014,68,59,64,24,27,25,2011,17,305,2011,Currently off course,,,,,2008,9,10,9,2008,34,37,30,2008,54,52,55,,,,,,,.,,,,,,,,,,.,,,.,,,.,2012,,,,,,2013,94,,,,,,,1030,1043,779,758,63,67,65,,2013,0.101,17,2012,3.344,2012,4.956,,,,,2012,102,2011,103,2010,103,2009,103,2008,104,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,2.1,10.2,4.0,8.7,0.7,15.5,7.6,19.6,,16.2,8.0,21.8,,16.6,7.9,22.4,2014,Few provisions law,2003,Medium high,2011,Yes,,No Fortification,,,,2010,"Available, partially implemented","Available, partially implemented",,,,,,
Italy,Europe,Europe,Southern Europe,61142,2851,69,43,4,4,4,4,4,,,,,,,,,,,,,,,,,2014,33078,2013,33827,2012,34813,2011,35901,2010,35753,2010,41,,,,,,,,,,,,,,,,,,,,,,,2010,7.3,,,,,,,,,,,,,,,,,2014,64,54,59,20,22,21,2011,19,2682,2011,Currently off course,,,1992-99,Mild iodine deficiency,2008,7,9,5,2008,38,42,34,2008,62,62,62,,,,,2003,68.1,.,,,,,,1996,11.8,,,.,,,.,,,.,2012,,,,,,2013,97,,,,,,,825,942,783,782,66,66,66,,2013,0.067,8,2012,3.764,2003,5.44,,,,,2012,98,2011,100,2010,100,2009,99,2008,99,99,1,0,0,99,0,1,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,1.4,10.2,11.7,30.5,1.0,9.9,13.0,38.0,0.8,8.9,14.9,40.6,0.6,8.2,14.5,39.5,2014,Many provisions law,2003,Medium,2011,Yes,,No Fortification,2007-2013,126,116,2010,"Available, not implemented","Available, partially implemented",,,,,,
Jamaica,Americas,Latin America and the Caribbean,Caribbean,2813,240,52,16,19,18,18,17,17,2004,0,2002,0,2001,37,1999,1,2004,6,2002,9,2001,44,1999,6,2013,8607,2012,8521,2011,8485,2010,8370,2009,8526,2010,46,2012,6,14,2,3,Off course - Some progress,2012,8,20,0.730000019,0.8,Off course - Some progress,2012,3,8,on course,,,,2011,24,Off course some progress,2011,11.3,2012,6,2010,5,2008,5,2007,4,2006,6,2010,21.7,6,,,,2014,52,66,59,18,36,27,2011,24,177,2011,Currently off course,2013,10,,,2008,12,10,13,2008,41,43,39,2008,31,27,34,,,,,2011,85.6,2011,99,2011,64.7,2011,44,2009,10,,,.,2005,15.2,MICS,2011,23.8,MICS,2012,,,,2011,64.1,2013,93,,,10.39999962,7.800000191,8.199999809,8.100000381,421,577,474,532,59,62,61,61,2013,0.457,88,2008,0.411,2008,1.092,2008,0.271,,15,2013,79,2011,91,2010,94,2009,96,2008,98,62,31,2,5,66,3,27,3,72,22,5,1,80,16,3,1,81,16,2,1,82,17,0,1,,,,,1.8,4.3,3.3,1.5,2.0,17.7,8.6,1.8,2.3,19.2,8.5,1.7,2014,Some provisions voluntary,.,,2011,Partial,,Mandatory,2012-2015,96,20,2010,"Available, fully implemented","Available, fully implemented",,,,,,
Japan,Asia,Asia,Eastern Asia,126818,5341,94,52,3,3,3,3,3,,,,,,,,,,,,,,,,,2014,35635,2013,35614,2012,34988,2011,34316,2010,34404,2009,46,2010,7,383,,3,,2010,2,81,,0.0,,2010,2,124,on course,2010,0,0.200000003,,,,2012,9.6,,,,,,,,,2010,7,,,,,,,2014,29,20,24,3,3,3,2011,22,5930,2011,Currently off course,,,,,2008,6,7,5,2008,36,41,31,2008,57,58,56,,,,,,,1996,100,,,,,,,,,.,,,.,,,.,2012,,,,,,2013,98,,,,,,,458,450,405,418,58,59,59,,2013,0.138,25,2010,2.297,2012,11.489,,,,,2012,102,2011,102,2010,102,2009,101,2008,101,94,6,0,0,97,0,4,0,98,2,0,0,100,0,0,0,100,0,0,0,100,0,0,0,1.6,7.8,1.1,18.4,1.4,7.5,1.2,22.0,1.7,6.0,0.9,30.4,2.0,5.9,1.0,30.9,2014,Some provisions voluntary,.,,2011,Yes,,No Fortification,,,,2010,"Available, fully implemented","Available, fully implemented",,,,,,
Jordan,Asia,Asia,Western Asia,7690,961,84,7,21,21,20,19,19,2010,0,2008,0,2006,0,2002,1,2010,1,2008,2,2006,3,2002,11,2014,11496,2013,11405,2012,11340,2011,11292,2010,11256,2004,37,2012,8,73,4,3,On course - Good progress,2012,5,44,-0.860000014,0.0,On course - At risk,2012,2,22,on course,2012,0,0.699999988,2012,23,Off course no progress,2007,13,2012,8,2009,8,2002,12,1997,11,1990,21,2007,21.2,5,2012,0.5,2,2014,62,70,66,23,39,31,2011,28,456,2011,Currently off course,2013,15,2000,Optimal iodine nutrition,2008,18,17,18,2008,35,38,32,2008,49,48,50,2012,33,2012,55.1,2012,94.5,2012,100,2012,18.6,2012,44,2012,11.7,2002,26.7,DHS,2007,21.8,DHS,2012,22.7,DHS,2012,,,,2012,20.4,2013,98,,,5.5,7,,,436,416,491,510,49,50,51,,2013,0.488,101,2010,2.558,2010,4.049,2004,0.178,,4,2012,89,2011,91,2010,92,2008,95,2007,94,94,2,4,0,93,3,4,0,91,6,3,0,97,1,1,1,98,1,0,1,99,1,0,0,2.4,14.9,5.0,14.7,3.2,15.9,10.4,16.7,0.8,11.2,10.9,18.5,0.7,12.1,9.7,30.7,2014,Many provisions law,.,,2011,No,,Mandatory,2011-2015,100,70,2010,"Available, partially implemented","Available, partially implemented",,,,,,
Kazakhstan,Asia,Asia,Central Asia,16770,1631,53,13,24,22,20,18,16,2010,0,2008,0,2007,0,2006,0,2010,1,2008,1,2007,1,2006,3,2014,23092,2013,22470,2012,21506,2011,20772,2010,19601,2010,33,2010,13,206,0,3,Off course - Some progress,2010,13,209,-9.739999771,4.2,Off course - No progress,2010,4,64,on course,2010,0,1.700000048,2010,32,on course,2012,6.1,,,2010,13,2006,18,1999,14,1995,23,,,,1999,0.7,9.8,2014,61,57,59,22,25,23,2011,30,1320,2011,Currently off course,2013,15,1999,Mild iodine deficiency,2008,12,13,11,2008,45,49,41,2008,46,45,46,,,,,2010,87,2010-2011,100,2010,67.8,2010,51,2011,11.6,1999,35.8,DHS,2006,16.8,MICS,2010-2011,31.8,MICS,2012,,,,2010,61.8,2013,98,2010,85.4,,,,,,280,615,811,42,43,61,,2013,0.323,59,2013,3.617,2013,8.256,,,2010-2011,2,2012,96,2011,96,2010,95,2009,93,2008,92,58,36,4,2,60,5,34,2,61,32,6,1,96,2,1,1,97,2,1,1,98,2,0,0,,,,,1.6,2.4,1.3,26.2,4.8,6.2,9.6,21.8,3.6,8.4,8.7,22.0,2014,Being studied,2003,Medium,2011,Yes,,Mandatory,2010-2020,109,9,2010,"Available, partially implemented","Available, partially implemented",,,,,,
